가맹점ID,가맹점명,가맹점유형코드,시도명,시군구명,시군구코드,소재지도로명주소,소재지도로명주소상세정보,소재지지번주소,소재지지번주소상세정보,전화번호,사업자번호,종사업자번호,대표자명,사업자상태,사업자상태변경일,프랜차이즈명,일반직영,음식점분류,시설정보구분,위도,경도,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,배달시작시각,배달종료시각,아침점심저녁구분,배달가능여부,관리기관,관리기관전화번호,데이터기준일자
22100096,더콩스,10,대구,중구,27110,국채보상로143길 67-34,팔레스빌,동인동3가 271-33,팔레스빌,053-423-7111,5751300708,,채종길,01,,더콩스,01,13,30,35.87210717,128.60802,1100,2100,1100,2100,1100,2100,0940,2120,3+5,Y,중구청,053-661-2535,2022-10-18 13:20:06
22100095,수우미양가,10,대구,서구,27170,달서로26길 5-15,,비산동 434-214,,053-567-5522,5747900152,,김경희,01,2019-07-01,,03,13,30,35.87353502,128.5717854,1030,2000,1200,1900,0000,0000,1030,1900,1+3+5,Y,서구청,053-663-2613,2022-10-18 13:18:05
22100094,쌈밥한정식 코다리찜,10,대구,북구,27230,학정로9길 16,,태전동 494-6,,053-284-0600,5744900456,,정하영,01,2021-07-01,,03,13,30,35.91499225,128.5475537,1000,2200,1000,2200,1000,2200,1000,2200,1+3+5,Y,북구청,053-665-2527,2022-10-18 13:16:55
22100093,현풍닭칼국수 대구점,10,대구,북구,27230,중앙대로 517,,칠성동2가 343-11,,053-356-9900,5730801819,,이승엽,01,,현풍닭칼국수,01,13,30,35.8792083,128.5952929,1000,2200,1000,2200,1000,2200,1010,2350,1+3+5,Y,북구청,053-665-2527,2022-10-18 13:15:25
22100092,삐떡,10,대구,수성구,27260,달구벌대로 2540-1,,범어동 217-20,,053-753-7133,5728500725,,김홍열,01,,,03,13,30,35.8584207,128.640582,1200,0030,1100,0030,1200,2230,1200,2230,3+5,Y,수성구청,053-666-4646,2022-10-18 13:14:02
22100091,칼국밥  구암점,10,대구,북구,27230,구암로60길 7,,구암동 812-9,,053-325-6660,5727900189,,이해익,01,,칼국밥,01,13,30,35.93705539,128.5684031,0930,2200,1100,2200,0930,2200,0930,2200,1+3+5,Y,북구청,053-665-2527,2022-10-18 13:12:59
22100090,청년찌개 칠곡점,10,대구,북구,27230,태전로6길 19,,태전동 253-42,,0507-1498-1889,5720402516,,박영규,01,,청년찌개,01,13,30,35.92475729,128.5451974,1100,0200,1100,0200,1100,0200,1100,0200,3+5,Y,북구청,053-665-2527,2022-10-18 13:12:10
22100089,부창반점,10,대구,수성구,27260,들안로67길 30,,수성동4가 1028-36,,053-741-5252,5715000211,,조서정,01,2017-07-01,,03,11,30,35.86116103,128.6168115,1130,2100,1130,2100,1130,2100,1130,2030,3+5,Y,수성구청,053-666-4646,2022-10-18 13:11:04
22100088,피자뷰,10,대구,달서구,27290,와룡로32길 100,,감삼동 293-3,,053-268-0202,5711001719,,정호영,01,2022-07-01,피자뷰,01,15,30,35.8460257,128.5428581,1200,0000,1200,0000,1300,0200,1200,0000,3+5,Y,달서구청,053-667-2536,2022-10-18 13:09:29
22100087,병천순대국,10,대구,수성구,27260,수성로 217,,중동 268-5,,053-762-9264,5710801337,,김미리,01,2020-07-01,병천순대국,01,13,30,35.84500355,128.6124533,0930,2200,0930,2200,0930,2200,0930,2150,1+3+5,Y,수성구청,053-666-4646,2022-10-18 13:07:17
22100086,추억의면,10,대구,동구,27140,해동로 21-1,,지저동 691-28,,053-982-5552,5701400734,,권미경,01,2022-07-01,추억의면,01,13,30,35.89600556,128.6380652,1000,2100,1000,2100,1000,2100,1100,2200,1+3+5,Y,동구청,053-662-2744,2022-10-18 13:05:40
22100085,나린푸드,10,대구,동구,27140,송라로11길 22,,신천동 698-37,,053-269-0849,5700101621,,윤일근,01,2022-07-01,,03,13,30,35.87226036,128.6174621,1100,2300,1100,2300,1100,2300,1100,2300,3+5,Y,동구청,053-662-2744,2022-10-18 13:03:52
22100084,대구축산 돼지만왕소금구이(노란돼지),10,대구,달서구,27290,진천로 48,,진천동 504,,053-939-9233,5694200057,,임미영,01,,돼지만왕소금구이,01,13,30,35.81314742,128.5247866,1100,2300,1100,2300,1100,2300,1200,2200,3+5,Y,달서구청,053-667-2536,2022-10-18 12:56:36
22100083,떡볶이참잘하는집떡참침산점,10,대구,북구,27230,침산남로 80,,침산동 443-2,,053-353-5882,5692700578,,이규철,01,2022-07-01,떡볶이참잘하는집,01,12,30,35.88918425,128.5836,1100,0000,1100,0000,1100,2200,1100,0000,3+5,Y,북구청,053-665-2527,2022-10-18 12:54:23
22100082,죽빵철판,10,대구,동구,27140,율하서로1길 14,,율하동 1126,,053-963-7675,5685500016,,오연진,01,2016-07-01,,03,13,60,35.86776781,128.6919238,0950,0130,0950,0130,0950,2350,0950,2350,1+3+5,Y,동구청,053-662-2744,2022-10-18 12:53:19
22100081,챙길밥,10,대구,남구,27200,현충로 219,,대명동 2145-1,,053-657-2423,5684000889,,김곡숙,01,,챙길밥,01,13,30,35.85206042,128.5820144,1100,0000,1100,0000,1100,0000,1100,0000,3+5,Y,남구청,053-664-2556,2022-10-18 12:51:25
22100080,동성로쭈꾸미,10,대구,동구,27140,안심로22길 60,,율하동 1427,,053-964-2010,3532701569,,정정주,01,,동성로쭈꾸미,01,13,30,35.86266815,128.6973075,1130,0000,1130,0000,1130,0000,1200,2230,3+5,Y,동구청,053-662-2744,2022-10-18 11:57:15
22100079,홍스,10,대구,달서구,27290,진천로16길 39,,진천동 553,,053-644-9550,5680801194,,백영희,01,,홍스떡볶이,01,12,30,35.81620901,128.5254049,1040,0300,1040,0300,1040,0300,1040,0300,3+5,Y,달서구청,053-667-2536,2022-10-18 11:56:46
22100078,팔도국밥 알파시티점,10,대구,수성구,27260,알파시티2로 23,강남메디컬,시지동 579-5,강남메디컬,053-793-7773,3532001162,,장익성,01,,팔도국밥,01,13,30,35.83995711,128.6916413,1100,2200,1100,2200,1100,2200,1100,2300,3+5,Y,수성구청,053-666-4646,2022-10-18 11:56:11
22100076,더차오패밀리,10,대구,달서구,27290,와룡로 261,,죽전동 373-12,,053-567-7356,3530502076,,허민,01,2022-07-01,,03,11,30,35.85626317,128.5369167,1100,1900,1100,1900,1100,1900,1100,1900,3+5,Y,달서구청,053-667-2536,2022-10-18 11:53:07
22100075,목원,10,대구,달성군,27710,테크노북로 33,,현풍읍 중리 477-28,,053-615-2240,5671101380,,오이환,01,2022-07-01,,03,11,30,35.69178824,128.4489228,1100,2000,1100,2000,1100,2000,1100,2000,3+5,Y,달성군청,053-668-2687,2022-10-18 11:52:53
22100073,우된장경북대점,10,대구,북구,27230,대현로9길 53,,대현동 257-19,,053-955-1717,5665700372,,정석호,01,2021-07-01,우된장,01,13,30,35.8881662,128.6032684,0900,0200,0900,0200,0900,0200,0900,0200,1+3+5,Y,북구청,053-665-2527,2022-10-18 11:51:46
22100074,소소 토종순대국밥. 돼지국밥,10,대구,중구,27110,동덕로6길 19,,대봉동 214-346,,053-427-7797,3526300435,,김현철,01,,,03,13,30,35.85672389,128.6058288,1100,2040,1100,2040,1100,2040,1100,2040,3+5,Y,중구청,053-661-2535,2022-10-18 11:51:46
22100072,신존떡뽁이,10,대구,동구,27140,동촌역사로3길 14,,검사동 756-378,,053-954-3777,5663100542,,윤광덕,01,2019-07-01,신존떡볶이,01,12,30,35.88935284,128.6522462,1100,2230,1100,2230,1100,2230,1100,2200,3+5,Y,동구청,053-662-2744,2022-10-18 11:50:18
22100071,무명설화본점,10,대구,수성구,27260,용학로 6,,파동 661,,053-710-6688,3521002010,,이민희,01,,무명설화,02,13,30,35.82532327,128.6107321,1100,2300,1100,2300,1100,2300,1100,2200,3+5,Y,수성구청,053-666-4646,2022-10-18 11:49:50
22100070,기린반점,10,대구,달서구,27290,당산로38길 16,,두류동 630-45,,053-655-7939,5660901216,,임치경,01,2021-07-01,,03,13,30,35.85336009,128.5495094,1100,2230,1100,2230,1100,2230,1100,2100,3+5,Y,달서구청,053-667-2536,2022-10-18 11:48:43
22100069,빨간떡볶이&빨간김밥,10,대구,서구,27170,염색공단천로 11,,비산동 1760-3,,053-353-6332,3520302287,,이건영,01,,문 빨간떡볶이&빨간김밥,01,12,30,35.89173494,128.5520654,1100,2200,0000,0000,1100,2200,1100,2200,3+5,Y,서구청,053-663-2613,2022-10-18 11:48:24
22100068,베이징반점,10,대구,북구,27230,호암로 51,,침산동 1757,,053-341-0501,3518802170,,노동훈,01,,,03,11,30,35.88368682,128.5959754,1100,2200,1100,2200,1100,2200,1030,2100,3+5,Y,북구청,053-665-2527,2022-10-18 11:47:03
22100067,미숙이네식탁,10,대구,북구,27230,동북로37길 14-19,산격동럭키아파트,산격동 491,산격동럭키아파트,0507-1351-9117,3517400229,,정미숙,01,,,03,13,30,35.89950316,128.6148943,1100,2130,1100,2130,1100,2130,1100,2130,3+5,Y,북구청,053-665-2527,2022-10-18 11:45:48
22100066,빨봉분식 침산광장점,10,대구,북구,27230,옥산로 95-7,,칠성동2가 2-16,,053-357-8280,5654000124,,남윤호,01,2017-07-01,빨봉분식,01,12,30,35.88505726,128.5860808,1200,2200,1200,2200,1200,2200,1130,2100,3+5,Y,북구청,053-665-2527,2022-10-18 11:44:46
22100065,충무김밥60,10,대구,수성구,27260,달구벌대로627길 14-26,,매호동 1343-4,,053-794-7007,3500302184,,전소연,01,2022-07-01,,03,12,30,35.84213603,128.7026972,1030,2200,1030,2200,1030,2200,1030,2200,1+3+5,Y,수성구청,053-666-4646,2022-10-18 11:44:43
22100064,참맛있는게장의정석,10,대구,달서구,27290,계대동문로3길 68,,신당동 1737-3,,053-586-8648,3484500640,,강승철,01,2021-07-01,,03,13,30,35.85874906,128.4943149,1040,0120,1040,0120,1040,0120,1040,0120,3+5,Y,달서구청,053-667-2536,2022-10-18 11:41:53
22100063,오가피한방국밥,10,대구,서구,27170,통학로24길 8,,평리동 1102-1,,053-555-2678,3481901029,,이경희,01,,,03,13,30,35.8710188,128.5636012,1000,2200,1000,2200,1000,2200,0000,0000,1+3+5,Y,서구청,053-663-2613,2022-10-18 11:40:36
22100062,석 짬뽕,10,대구,달서구,27290,화암로71길 19,,대곡동 1037,,053-634-3477,3474301133,,이석화,01,,,03,11,30,35.8046217,128.5185093,1100,2100,1100,2100,1100,2100,1100,2000,3+5,Y,달서구청,053-667-2536,2022-10-18 11:39:27
22100061,경난이네,10,대구,달성군,27710,과학마을로5길 17,,구지면 응암리 1202-6,,053-611-8185,5650801007,,이경남,01,2022-07-01,,03,13,30,35.65692531,128.418027,1500,2330,1500,2330,1500,2330,1600,2330,3+5,Y,달성군청,053-668-2687,2022-10-18 11:38:37
22100059,통,10,대구,수성구,27260,지범로39길 11-9,,범물동 1275,,0507-1346-0208,5644300272,,윤현하,01,,,03,12,30,35.82083757,128.6411609,1200,2100,1200,2100,0000,0000,1200,2100,3+5,Y,수성구청,053-666-4646,2022-10-18 11:36:20
22100058,해피치즈스마일 이시아폴리스점,10,대구,동구,27140,팔공로51길 15-8,,봉무동 1542-5,,0507-1370-2418,3471601646,,안승현,01,,해피치즈스마일,01,12,30,35.9222453,128.6390183,1130,0900,0827,0900,0000,0000,1130,2030,3+5,Y,동구청,053-662-2744,2022-10-18 11:36:15
22100057,교대밀면,10,대구,남구,27200,중앙대로42길 5,,대명동 2008-7,,070-8624-6387,3470801689,,이원기,01,,,03,13,30,35.85168654,128.5911433,0000,0100,0000,0100,0000,0100,1000,1950,1+3+5,Y,남구청,053-664-2556,2022-10-18 11:34:44
22100056,응급실국물떡볶이 대구율하점,10,대구,동구,27140,안심로 106,,율하동 1222,,053-965-6119,3470102281,,정종기,01,,응급실국물떡볶이,01,12,30,35.86701053,128.6962021,1100,2300,1100,2300,1100,2300,1100,2300,3+5,Y,동구청,053-662-2744,2022-10-18 11:33:12
22100055,청하원,10,대구,북구,27230,칠곡중앙대로95길 30-1,,관음동 1340-40,,053-312-7999,5642101361,,서채연,01,2022-07-01,,03,11,30,35.9390905,128.5460914,1030,2100,1030,2100,1030,2100,1030,2100,1+3+5,Y,북구청,053-665-2527,2022-10-18 11:32:13
22100054,푸둥,10,대구,북구,27230,산격로6길 29-3,,산격동 1393-8,,053-958-6622,3467800109,,이주현,01,2018-07-01,,03,11,30,35.892816,128.6084424,1000,2000,1000,2000,0000,0000,1000,2000,1+3+5,Y,북구청,053-665-2527,2022-10-18 11:32:02
22100053,충무김밥맛나만나,10,대구,수성구,27260,무학로21길 51,,두산동 162-12,,053-767-6337,3465900262,,최석우,01,,,03,12,30,35.83231776,128.6205389,1100,2100,1100,2000,0000,0000,1030,2200,3+5,Y,수성구청,053-666-4646,2022-10-18 11:30:52
22100052,청솔향,10,대구,달성군,27710,현풍로6길 5,현풍백년도깨비시장,현풍읍 원교리 12-5,현풍백년도깨비시장,053-611-7433,3463700561,,이현희,01,,,03,13,30,35.69476056,128.4422285,1000,2000,1000,2000,1000,2000,1000,2000,1+3+5,Y,달성군청,053-668-2687,2022-10-18 11:29:27
22100051,명동찌개마을,10,대구,남구,27200,현충로 72-3,,대명동 351-4,,053-651-3350,3462601055,,강진수,01,,명동찌개마을,01,13,30,35.83922607,128.5802828,1100,2000,0000,0000,1100,2000,1100,2000,3+5,Y,남구청,053-664-2556,2022-10-18 11:28:27
22100050,루안,10,대구,동구,27140,동호로5길 10,,신서동 535-5,,053-964-0254,5637300029,,엄원영,01,,,03,11,30,35.86720396,128.7257019,1030,2030,1030,2030,1030,2030,1030,2030,1+3+5,Y,동구청,053-662-2744,2022-10-18 11:28:26
22100049,미성복어불고기&온비빔밥 상인점,10,대구,달서구,27290,진천로18길 17,,대천동 552-4,,0507-1368-8832,3455500577,,이지명,01,2022-01-01,미성복어불고기&온비빔밥,01,13,30,35.81664747,128.5239386,1000,2200,1000,2200,1000,2200,1030,2130,1+3+5,Y,달서구청,053-667-2536,2022-10-18 11:27:03
22100048,제주오전복,10,대구,동구,27140,아양로 81,,신암동 576-20,,053-953-7889,5634600611,,이도형,01,2022-07-01,,03,12,30,35.88335425,128.6227814,1030,2030,1030,2030,0000,0000,1000,2000,1+3+5,Y,동구청,053-662-2744,2022-10-18 11:25:37
22100047,돈오락쪽갈비,10,대구,수성구,27260,들안로8길 12,,두산동 154-31,,053-765-5454,3453300255,,권병호,01,2020-07-01,돈오락쪽갈비,01,13,30,35.83333502,128.6175195,1100,0300,1030,0300,1100,0300,1130,0300,3+5,Y,수성구청,053-666-4646,2022-10-18 11:24:54
22100046,오징어빠삭한분식,10,대구,달성군,27710,죽곡1길 5,,다사읍 죽곡리 807-2,,053-593-0999,5632000907,,이경환,01,2021-07-01,,03,12,30,35.85782823,128.4639228,0700,2200,0700,2200,0700,2200,0930,2120,1+3+5,Y,달성군청,053-668-2687,2022-10-18 11:23:32
22100045,선비꼬마김밥,10,대구,달서구,27290,조암로6길 20,월성푸르지오,월성동 120,월성푸르지오,053-642-5558,3453100756,,윤순희,01,2020-07-01,선비꼬마김밥,01,12,30,35.82912849,128.5260212,0700,2000,0700,2000,0700,1500,1000,1930,1+3+5,Y,달서구청,053-667-2536,2022-10-18 11:23:03
22100044,간큰갈비,10,대구,달성군,27710,과학마을로2길 5,,구지면 응암리 1188-5,,0504-2015-3823,3452700797,,이우혁,01,2021-07-01,간큰갈비,01,13,30,35.65498219,128.4167152,1100,0000,1120,1120,1120,1120,1100,2300,3+5,Y,달성군청,053-668-2687,2022-10-18 11:21:41
22100043,분식쌀롱 성서다사점,10,대구,달서구,27290,선원로 38,,신당동 1745-2,,053-262-1900,5625500721,,박소연,01,2022-07-01,분식쌀롱,01,12,30,35.85903974,128.4963733,1100,0000,1100,0000,1100,0000,1100,0000,3+5,Y,달서구청,053-667-2536,2022-10-18 11:21:26
22100042,토담참숯닭구이,10,대구,달성군,27710,죽곡1길 7-8,그린주차빌딩,다사읍 죽곡리 808-6,그린주차빌딩,0507-1483-8010,3450600676,,배상환,01,2022-07-01,,03,13,30,35.85730247,128.4643307,1700,2300,1700,2300,1700,2300,1500,2300,5,Y,달성군청,053-668-2687,2022-10-18 11:20:06
22100040,왕곱배기냉면,10,대구,달서구,27290,서당로 37,,신당동 1804-9,,053-584-8244,3450201769,,송정애,01,2022-07-01,,03,13,30,35.85509928,128.495416,1100,2300,1030,2300,1100,2300,1100,2200,3+5,Y,달서구청,053-667-2536,2022-10-18 11:18:49
22100039,신참 떡볶이 상인점,10,대구,달서구,27290,월배로 167,,진천동 45-4,,053-642-0533,6022593064,,공태원,01,,신참떡볶이,01,12,30,35.81719091,128.5320787,1100,2300,1100,2300,1100,2300,1100,2300,3+5,Y,달서구청,053-667-2536,2022-10-18 11:18:48
22100037,떡군이네떡볶이(죽전성당점),10,대구,달서구,27290,대명천로 87,,성당동 824-39,,053-655-6286,3442701304,,강나경,01,2022-07-01,떡군이네떡볶이,01,12,30,35.83918034,128.5500426,1100,0000,1100,0000,1100,0000,1100,0000,3+5,Y,달서구청,053-667-2536,2022-10-18 11:16:24
22100036,윤옥연할매떡볶이(명덕점),10,대구,남구,27200,중앙대로49길 16,,대명동 1800-24,,053-628-8999,5604500880,,고주윤,01,,윤옥연할매떡볶이,01,12,60,35.85550717,128.5895542,1100,2300,1100,2300,1100,2300,1100,2250,3+5,Y,남구청,053-664-2556,2022-10-18 11:16:18
22100035,솔밭생수식당,10,대구,수성구,27260,들안로 93-1,,상동 12-11,,053-767-6199,3442701129,,유희정,01,,,03,13,30,35.83831142,128.6161725,1100,2200,1100,2200,1100,2200,1100,2130,3+5,Y,수성구청,053-666-4646,2022-10-18 11:15:07
22100034,홍천뚝배기,10,대구,달서구,27290,송현로7길 33,,상인동 877-16,,0507-1303-2279,5601101939,,김봉수,01,,홍천뚝배기,01,13,30,35.81966091,128.5465564,1000,2130,1100,2130,1000,2130,1000,2200,1+3+5,Y,달서구청,053-667-2536,2022-10-18 11:14:39
22100033,만식이네,10,대구,남구,27200,봉덕로11길 24-20,,봉덕동 690-1,,050-8202-5498,5592200988,,송영욱,01,2020-07-01,,03,13,30,35.84619096,128.5970812,1100,2200,1100,2200,1100,2200,1030,2100,3+5,Y,남구청,053-664-2556,2022-10-18 11:12:40
22100032,해피치즈스마일,10,대구,북구,27230,칠곡중앙대로69길 8,,태전동 974-9,,053-326-7008,3435500630,,도용성,01,2022-07-01,해피치즈스마일,01,12,30,35.92682201,128.5465596,1130,2100,1000,2100,0000,0000,1130,2030,3+5,Y,북구청,053-665-2527,2022-10-18 11:11:06
22100031,산해관,10,대구,달서구,27290,용산큰못2길 16,,용산동 920-3,,050-7987-2333,5592100884,,이수희,01,2021-07-01,,03,11,30,35.85976805,128.5270927,1030,2010,1030,2010,1030,2010,1030,2010,1+3+5,Y,달서구청,053-667-2536,2022-10-18 11:09:20
22100030,풍미향,10,대구,동구,27140,동촌로 402,,용계동 984-1,,053-944-1100,3434300622,,최임만외 2명,01,,,03,13,30,35.87560132,128.6829197,1050,2100,1050,2100,1050,2100,0000,0000,3+5,Y,동구청,053-662-2744,2022-10-18 11:08:08
22100029,이든,10,대구,달서구,27290,감삼길 116,,감삼동 155-4,,053-566-9693,5583301146,,지어진,01,,,03,13,30,35.84967774,128.5441463,1000,2330,1000,2330,1000,2330,1000,2330,1+3+5,Y,달서구청,053-667-2536,2022-10-18 11:07:18
22100028,홍초 불닭발 서구점,10,대구,서구,27170,달서로28길 5-10,,비산동 434-505,,053-567-0999,3430701225,,김태균,01,2020-07-01,홍초 불닭발,01,13,30,35.87468079,128.5718162,1600,0100,1600,0100,1600,0100,1600,0050,5,Y,서구청,053-663-2613,2022-10-18 11:06:45
22100027,통뼈&청기와,10,대구,서구,27170,염색공단로11길 15-14,,비산동 2008-125,,053-359-1379,3430501288,,박성익,01,2019-07-01,,03,13,30,35.88616338,128.5528496,1100,0000,1100,0000,1100,0000,1000,0000,3+5,Y,서구청,053-663-2613,2022-10-18 11:05:12
22100026,신기한꽃게장,10,대구,달서구,27290,당산로 109-1,,감삼동 207-9,,0507-1334-3037,3424100611,,김영회,01,2021-07-01,신기한꽃게장,01,13,30,35.84725098,128.5450403,1100,2200,1100,2200,1500,2200,1100,2300,3+5,Y,달서구청,053-667-2536,2022-10-18 11:03:44
22100025,유창,10,대구,서구,27170,당산로 260,(상가동 2층 14호 내당동+ 코오롱아파트),내당동 339,(상가동 2층 14호 내당동+ 코오롱아파트),053-201-1008,5570402216,,석진국,01,,,03,13,30,35.859907,128.5470588,1100,0130,1100,0130,1100,2330,1100,2330,3+5,Y,서구청,053-663-2613,2022-10-18 11:02:57
22100024,황금수,10,대구,달서구,27290,와룡로32길 122,,감삼동 206-88,,053-527-9799,3422000713,,손동훈,01,,,03,11,30,35.84590785,128.5440909,1030,2030,1030,2030,1030,2030,1020,2010,1+3+5,Y,달서구청,053-667-2536,2022-10-18 11:02:19
22100023,쭈돼,10,대구,달서구,27290,학산로50길 68,,송현동 184-55,,070-3911-0522,3420901774,,최미영,01,,,03,13,30,35.83143944,128.5508588,1100,0000,1100,0000,1100,0000,1100,0000,3+5,Y,달서구청,053-667-2536,2022-10-18 10:59:22
22100022,유가국수,10,대구,달성군,27710,테크노중앙대로 240,,유가읍 봉리 606-2,,0507-1487-8400,5560400156,,김미정,01,,,03,13,30,35.69216502,128.4582284,1130,2000,1130,2000,1130,2000,1130,2000,3+5,Y,달성군청,053-668-2687,2022-10-18 10:59:15
22100021,고기듬뿍대왕비빔밥 대곡점,10,대구,달서구,27290,비슬로 2710,,대곡동 30-2,,053-283-4694,3411501414,,최유리,01,,고기듬뿍대왕비빔밥,01,13,30,35.80868879,128.5118778,1000,2000,1000,2000,1030,2100,1030,2000,1+3+5,Y,달서구청,053-667-2536,2022-10-18 10:58:16
22100020,청년찌개 성서직영점,10,대구,달서구,27290,호산동로36길 11-17,,호산동 359-18,,053-588-9739,3411101871,,전혜민,01,2022-07-01,청년찌개,02,13,30,35.85159828,128.4863968,0000,0000,0000,0000,0000,0000,0000,2350,1+3+5,Y,달서구청,053-667-2536,2022-10-18 10:48:22
22100019,주왕산삼계탕,10,대구,북구,27230,구암로 266,,구암동 825-5,,053-323-2232,5544800377,,배철로,01,,,03,13,30,35.93501294,128.5665278,1000,2100,1000,2100,1000,2100,1000,2230,1+3+5,Y,북구청,053-665-2527,2022-10-18 10:48:18
22100018,칭칭,10,대구,남구,27200,두류공원로20길 6,,대명동 3044-62,,053-627-0838,3410501851,,박미화,01,2022-07-01,,03,11,30,35.84534566,128.5690225,1100,2100,1100,2100,1100,2100,0940,2000,3+5,Y,남구청,053-664-2556,2022-10-18 10:46:51
22100017,정코다리침산점,10,대구,북구,27230,침산남로 58,,노원동1가 8-4,,053-355-1644,5542201186,,정동진,01,,정코다리,01,13,30,35.88926868,128.582397,1100,2200,1100,2200,1100,2200,1000,2130,3+5,Y,북구청,053-665-2527,2022-10-18 10:46:28
22100016,눈꽃을나누다(2호점),10,대구,남구,27200,봉덕남로 155-2,,봉덕동 689-29,,053-261-3392,5541600959,,전영순,01,2019-07-01,꽃을나누다,01,13,30,35.84150352,128.5975516,1630,2300,1630,2300,1630,2300,1600,2300,5,Y,남구청,053-664-2556,2022-10-18 10:44:39
22100015,수유리혼밥왕 성서계대점,10,대구,달서구,27290,서당로7길 81,,신당동 1797-5,,053-592-5999,5540701465,,박두한외 1명,01,2021-07-01,수유리혼밥왕,01,13,30,35.85416751,128.4932619,0730,0100,0730,0100,0730,0100,0820,2300,1+3+5,Y,달서구청,053-667-2536,2022-10-18 10:43:08
22100014,미엔,10,대구,동구,27140,파계로6길 46,,지묘동 544-1,,053-985-8072,3403700919,,김길홍,01,,,03,11,30,35.94128832,128.6391558,1100,1930,1100,1930,1100,1930,1100,1930,3+5,Y,동구청,053-662-2744,2022-10-18 10:43:04
22100013,미성당납작만두,10,대구,수성구,27260,지범로23길 50,,지산동 1276-4,,053-782-9698,5540701029,,배용진,01,,미성당납작만두,01,12,30,35.82258363,128.6384393,1100,2200,1100,2200,1100,2200,1100,2200,3+5,Y,수성구청,053-666-4646,2022-10-18 10:41:53
22100012,일품돼지국밥 신암점,10,대구,동구,27140,송라로 158,,신암동 164-2,,053-958-1898,3400702185,,금정호,01,,일품돼지국밥,01,13,30,35.88060563,128.6146497,0000,0000,0000,0000,0000,2300,1100,2340,1+3+5,Y,동구청,053-662-2744,2022-10-18 10:41:34
22100011,신호등떡볶이,10,대구,달성군,27710,테크노중앙대로5길 15-3,,현풍읍 중리 467-6,,053-617-3888,5540402008,,이미숙,01,2022-07-01,신호등떡볶이,01,12,30,35.69707186,128.4560946,1200,0000,1030,0000,1500,2300,1040,1040,3+5,Y,달성군청,053-668-2687,2022-10-18 10:40:16
22100010,즐거운푸드,10,대구,수성구,27260,지산로3길 81,,지산동 1253-4,,053-782-0045,3397700308,,양정식,01,,,03,12,30,35.82438129,128.6281058,1000,2300,1000,2300,1000,2200,1000,2300,1+3+5,Y,수성구청,053-666-4646,2022-10-18 10:39:36
22100008,우리할매떡볶이,10,대구,달성군,27710,테크노상업로 98,,유가읍 봉리 608-1,,0507-1373-8781,3393501160,,허정은,01,,우리할매떡볶이,01,12,30,35.69323251,128.4600992,1100,2100,1100,2100,1100,2100,1100,2100,3+5,Y,달성군청,053-668-2687,2022-10-18 10:36:56
22100007,지지고 대구월배점,10,대구,달서구,27290,상원로 105,,진천동 36-18,,0507-1456-6675,5530902257,,정다현,01,,지지고,01,13+17,30,35.8180923,128.5318414,1100,2200,1100,2200,1100,2200,1100,2200,3+5,Y,달서구청,053-667-2536,2022-10-18 10:36:45
22100006,항아리,10,대구,수성구,27260,상록로 8-15,,범어동 40-11,,053-741-9011,3393101196,,박애진,01,,,03,13,30,35.86021688,128.6249271,1000,2100,1130,2100,1000,2100,1000,2000,1+3+5,Y,수성구청,053-666-4646,2022-10-18 10:34:53
22100005,배박사늑대갈비,10,대구,서구,27170,서대구로 41,,내당동 245-2,,053-551-3000,5522001037,,김성진외1명,01,,,03,14,30,35.86164001,128.5560093,1000,2200,0800,2200,1000,2200,1000,2200,1+3+5,Y,서구청,053-663-2613,2022-10-18 10:34:26
22100004,삼거리시장국수냉면,10,대구,수성구,27260,수성로66길 48,,수성동2가 71-3,,053-763-4774,3391201778,,김유리,01,2022-07-01,삼거리 시장국수,01,13,30,35.85357688,128.6162933,1000,2200,1000,2200,1000,2200,0000,0000,1+3+5,Y,수성구청,053-666-4646,2022-10-18 10:31:47
22100003,대구만두침산점,10,대구,북구,27230,침산남로 165,,침산동 217-3,,0507-1322-7914,5520901269,,김진태,01,2020-07-01,대구만두,01,12+13,30,35.88795838,128.5937322,1100,2030,1100,2030,0000,0000,1030,2100,3+5,Y,북구청,053-665-2527,2022-10-18 10:31:36
22100002,통불 경북대점,10,대구,북구,27230,대학로13길 6,,산격동 1400-8,,0507-1344-3968,5520401906,,김정해,01,2022-07-01,통불,01,10,30,35.89208016,128.6077676,1600,0500,1600,0500,1600,0500,1700,0530,5,Y,북구청,053-665-2527,2022-10-18 10:27:32
22100001,이마트24 대구서구서도점,20,대구,서구,27170,달구벌대로371길 60,,내당동 923-164,,053-566-5123,8700902230,,김명광,01,,이마트 24,01,23,60,35.86618537,128.5672058,0000,0000,0000,0000,0000,0000,,,1+3+5,N,서구청,053-663-2613,2022-10-05 14:45:15
22090676,롯데리아 금호사수점,10,대구,북구,27230,내곡로 34,101호+ 102호,사수동 823,101호+ 102호,053-312-5009,8228100660,,김경순,01,,롯데리아,01,17,30,35.89864639,128.5098497,1000,2200,1000,2200,1000,2200,1100,2200,1+3+5,Y,북구청,053-665-2527,2022-09-29 15:29:46
